Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Features,Annotation
Q5T442,CXG2_HUMAN,reviewed,Gap junction gamma-2 protein (Connexin-46.6) (Cx46.6) (Connexin-47) (Cx47) (Gap junction alpha-12 protein),GJC2 GJA12,Homo sapiens (Human),439,Chain (1); Compositional bias (1); Erroneous initiation (2); Modified residue (1); Natural variant (10); Sequence conflict (2); Topological domain (5); Transmembrane (4),5 out of 5
P04839,CY24B_HUMAN,reviewed,Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome),CYBB NOX2,Homo sapiens (Human),570,Beta strand (6); Chain (1); Cross-link (10); Domain (2); Erroneous gene model prediction (1); Erroneous initiation (1); Glycosylation (3); Helix (6); Initiator methionine (1); Metal binding (4); Natural variant (72); Nucleotide binding (1); Sequence conflict (2); Topological domain (7); Transmembrane (6); Turn (1),5 out of 5
Q8NBI2,CYAC3_HUMAN,reviewed,Cytochrome b ascorbate-dependent protein 3 (EC 1.-.-.-) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb),CYB561A3 CYBASC3 LCYTB PSEC0259,Homo sapiens (Human),242,Alternative sequence (1); Chain (1); Domain (1); Glycosylation (1); Metal binding (6); Sequence conflict (2); Transmembrane (6),5 out of 5
P61565,ENK21_HUMAN,reviewed,Endogenous retrovirus group K member 21 Env polyprotein (EnvK1 protein) (Envelope polyprotein) (HERV-K_12q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],ERVK-21,Homo sapiens (Human),698,Chain (3); Compositional bias (2); Glycosylation (11); Region (1); Signal peptide (1); Site (1); Topological domain (2); Transmembrane (1),4 out of 5
Q9Y276,BCS1_HUMAN,reviewed,Mitochondrial chaperone BCS1 (h-BCS1) (BCS1-like protein),BCS1L BCS1,Homo sapiens (Human),419,Chain (1); Initiator methionine (1); Modified residue (1); Natural variant (20); Nucleotide binding (1); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
O96024,B3GT4_HUMAN,reviewed,"Beta-1,3-galactosyltransferase 4 (Beta-1,3-GalTase 4) (Beta3Gal-T4) (Beta3GalT4) (GalT4) (b3Gal-T4) (EC 2.4.1.62) (Gal-T2) (Ganglioside galactosyltransferase) (UDP-galactose:beta-N-acetyl-galactosamine-beta-1,3-galactosyltransferase)",B3GALT4 GALT4,Homo sapiens (Human),378,Chain (1); Glycosylation (1); Topological domain (2); Transmembrane (1),5 out of 5
O94766,B3GA3_HUMAN,reviewed,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)",B3GAT3,Homo sapiens (Human),335,Active site (1); Alternative sequence (1); Beta strand (11); Binding site (3); Chain (1); Disulfide bond (1); Glycosylation (1); Helix (10); Metal binding (1); Mutagenesis (3); Natural variant (3); Nucleotide binding (3); Region (1); Sequence conflict (1); Site (2); Topological domain (2); Transmembrane (1); Turn (2),5 out of 5
P55291,CAD15_HUMAN,reviewed,Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin),CDH15 CDH14 CDH3,Homo sapiens (Human),814,Chain (1); Domain (5); Glycosylation (4); Mutagenesis (2); Natural variant (4); Propeptide (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
A0A0D9SF12,CC163_HUMAN,reviewed,Transmembrane protein CCDC163 (Coiled-coil domain-containing protein 163) (coiled-coil domain containing 163 pseudogene),CCDC163 C1orf231 CCDC163P,Homo sapiens (Human),145,Chain (1); Transmembrane (1),2 out of 5
O75976,CBPD_HUMAN,reviewed,Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180),CPD,Homo sapiens (Human),1380,Active site (1); Alternative sequence (2); Beta strand (7); Chain (1); Glycosylation (15); Lipidation (3); Metal binding (6); Modified residue (6); Motif (1); Natural variant (4); Region (3); Sequence conflict (5); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q9H7X2,CA115_HUMAN,reviewed,Uncharacterized protein C1orf115,C1orf115,Homo sapiens (Human),142,Chain (1); Transmembrane (1),2 out of 5
P29016,CD1B_HUMAN,reviewed,T-cell surface glycoprotein CD1b (CD antigen CD1b),CD1B,Homo sapiens (Human),333,Alternative sequence (1); Beta strand (16); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (4); Helix (8); Motif (1); Mutagenesis (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (4),5 out of 5
Q15762,CD226_HUMAN,reviewed,CD226 antigen (DNAX accessory molecule 1) (DNAM-1) (CD antigen CD226),CD226 DNAM1,Homo sapiens (Human),336,Beta strand (16); Chain (1); Compositional bias (1); Disulfide bond (2); Domain (2); Glycosylation (8); Helix (4); Modified residue (1); Natural variant (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (5),5 out of 5
Q8N6F1,CLD19_HUMAN,reviewed,Claudin-19,CLDN19,Homo sapiens (Human),224,Alternative sequence (2); Chain (1); Disulfide bond (1); Natural variant (4); Sequence conflict (2); Topological domain (5); Transmembrane (4),5 out of 5
Q6UXZ3,CLM5_HUMAN,reviewed,CMRF35-like molecule 5 (CLM-5) (CD300 antigen-like family member D) (CMRF35-A4) (CD antigen CD300d),CD300LD CD300D CMRF35A4 UNQ9218/PRO28686,Homo sapiens (Human),194,Chain (1); Compositional bias (1); Disulfide bond (1); Domain (1); Glycosylation (1); Mutagenesis (1); Natural variant (2); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q13324,CRFR2_HUMAN,reviewed,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),CRHR2 CRF2R CRH2R,Homo sapiens (Human),411,Alternative sequence (6); Chain (1); Disulfide bond (5); Glycosylation (5); Helix (14); Natural variant (1); Sequence conflict (6); Signal peptide (1); Topological domain (8); Transmembrane (7); Turn (2),5 out of 5
Q6ZNB7,ALKMO_HUMAN,reviewed,Alkylglycerol monooxygenase (EC 1.14.16.5) (Transmembrane protein 195),AGMO TMEM195,Homo sapiens (Human),445,Chain (1); Domain (1); Erroneous gene model prediction (1); Motif (3); Mutagenesis (8); Natural variant (2); Transmembrane (5),5 out of 5
Q8NFM4,ADCY4_HUMAN,reviewed,Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4),ADCY4,Homo sapiens (Human),1077,Alternative sequence (4); Binding site (3); Chain (1); Erroneous initiation (1); Glycosylation (2); Metal binding (5); Modified residue (2); Nucleotide binding (4); Sequence conflict (1); Topological domain (4); Transmembrane (12),5 out of 5
Q9H7F0,AT133_HUMAN,reviewed,Probable cation-transporting ATPase 13A3 (EC 7.2.2.-) (ATPase family homolog up-regulated in senescence cells 1),ATP13A3 AFURS1,Homo sapiens (Human),1226,Active site (1); Alternative sequence (4); Chain (1); Compositional bias (1); Erroneous initiation (2); Frameshift (1); Metal binding (2); Modified residue (2); Sequence conflict (5); Transmembrane (11),4 out of 5
Q9BY67,CADM1_HUMAN,reviewed,Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,Homo sapiens (Human),442,Alternative sequence (5); Beta strand (10); Chain (1); Disulfide bond (3); Domain (3); Frameshift (1); Glycosylation (6); Helix (1); Modified residue (2); Mutagenesis (2); Natural variant (1); Sequence conflict (3); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q8N111,CEND_HUMAN,reviewed,Cell cycle exit and neuronal differentiation protein 1 (BM88 antigen),CEND1 BM88,Homo sapiens (Human),149,Chain (1); Modified residue (2); Sequence conflict (1); Topological domain (2); Transmembrane (1),4 out of 5
P51684,CCR6_HUMAN,reviewed,C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196),CCR6 CKRL3 CMKBR6 GPR29 STRL22,Homo sapiens (Human),374,Beta strand (5); Chain (1); Disulfide bond (1); Erroneous initiation (1); Glycosylation (2); Helix (10); Mutagenesis (17); Sequence conflict (10); Topological domain (8); Transmembrane (7),5 out of 5
P29017,CD1C_HUMAN,reviewed,T-cell surface glycoprotein CD1c (CD antigen CD1c),CD1C,Homo sapiens (Human),333,Beta strand (18); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (4); Helix (6); Motif (1); Natural variant (2); Sequence conflict (2); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (2),5 out of 5
Q9P126,CLC1B_HUMAN,reviewed,C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2),CLEC1B CLEC2 UNQ721/PRO1384,Homo sapiens (Human),229,Alternative sequence (1); Beta strand (6); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (3); Helix (3); Modified residue (1); Motif (1); Mutagenesis (8); Natural variant (4); Sequence conflict (2); Topological domain (2); Transmembrane (1),5 out of 5
A8MXV6,CD15L_HUMAN,reviewed,CMT1A duplicated region transcript 15 protein-like protein,CDRT15L2,Homo sapiens (Human),281,Chain (1); Transmembrane (1),1 out of 5
P07357,CO8A_HUMAN,reviewed,Complement component C8 alpha chain (Complement component 8 subunit alpha),C8A,Homo sapiens (Human),584,Beta strand (30); Chain (1); Disulfide bond (9); Domain (5); Glycosylation (5); Helix (15); Natural variant (6); Propeptide (1); Sequence conflict (1); Signal peptide (1); Site (1); Turn (6),5 out of 5
Q16280,CNGA2_HUMAN,reviewed,Cyclic nucleotide-gated olfactory channel (Cyclic nucleotide-gated cation channel 2) (Cyclic nucleotide-gated channel alpha-2) (CNG channel alpha-2) (CNG-2) (CNG2),CNGA2 CNCA CNCA1 CNCG2,Homo sapiens (Human),664,Binding site (2); Chain (1); Coiled coil (1); Glycosylation (1); Natural variant (5); Nucleotide binding (1); Topological domain (7); Transmembrane (6),5 out of 5
O95832,CLD1_HUMAN,reviewed,Claudin-1 (Senescence-associated epithelial membrane protein),CLDN1 CLD1 SEMP1 UNQ481/PRO944,Homo sapiens (Human),211,Chain (1); Disulfide bond (1); Mutagenesis (2); Region (1); Sequence conflict (2); Topological domain (5); Transmembrane (4),5 out of 5
Q5KU26,COL12_HUMAN,reviewed,Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin),COLEC12 CLP1 NSR2 SCARA4 SRCL,Homo sapiens (Human),742,Beta strand (7); Binding site (6); Chain (1); Coiled coil (2); Disulfide bond (3); Domain (4); Glycosylation (4); Helix (2); Metal binding (14); Natural variant (4); Sequence caution (1); Sequence conflict (6); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q9BXS0,COPA1_HUMAN,reviewed,Collagen alpha-1(XXV) chain (Alzheimer disease amyloid-associated protein) (AMY) (CLAC-P) [Cleaved into: Collagen-like Alzheimer amyloid plaque component (CLAC)],COL25A1,Homo sapiens (Human),654,Alternative sequence (4); Chain (2); Domain (7); Modified residue (1); Mutagenesis (4); Natural variant (1); Region (1); Sequence conflict (4); Site (1); Topological domain (2); Transmembrane (1),5 out of 5
Q9NYL5,CP39A_HUMAN,reviewed,24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.26) (Cytochrome P450 39A1) (hCYP39A1) (Oxysterol 7-alpha-hydroxylase),CYP39A1,Homo sapiens (Human),469,Chain (1); Metal binding (1); Natural variant (5); Signal peptide (1); Transmembrane (3),5 out of 5
P09603,CSF1_HUMAN,reviewed,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) [Cleaved into: Processed macrophage colony-stimulating factor 1],CSF1,Homo sapiens (Human),554,Alternative sequence (2); Beta strand (2); Chain (2); Disulfide bond (6); Glycosylation (4); Helix (9); Modified residue (1); Mutagenesis (1); Natural variant (6); Region (1); Sequence conflict (12); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q8NI60,COQ8A_HUMAN,reviewed,"Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)",COQ8A ADCK3 CABC1 PP265,Homo sapiens (Human),647,Active site (1); Alternative sequence (3); Beta strand (14); Binding site (4); Chain (1); Domain (1); Helix (23); Motif (2); Mutagenesis (29); Natural variant (16); Nucleotide binding (1); Sequence conflict (1); Transit peptide (1); Transmembrane (1); Turn (3),5 out of 5
P22680,CP7A1_HUMAN,reviewed,Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23),CYP7A1 CYP7,Homo sapiens (Human),504,Beta strand (17); Chain (1); Helix (24); Metal binding (1); Natural variant (4); Sequence conflict (1); Transmembrane (1); Turn (4),5 out of 5
P78310,CXAR_HUMAN,reviewed,Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR),CXADR CAR,Homo sapiens (Human),365,Alternative sequence (10); Beta strand (18); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (2); Helix (3); Lipidation (2); Modified residue (6); Motif (1); Mutagenesis (4); Natural variant (1); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (1),5 out of 5
Q9NTQ9,CXB4_HUMAN,reviewed,Gap junction beta-4 protein (Connexin-30.3) (Cx30.3),GJB4,Homo sapiens (Human),266,Chain (1); Disulfide bond (3); Intramembrane (1); Natural variant (10); Topological domain (5); Transmembrane (4),5 out of 5
Q8NFK1,CXG3_HUMAN,reviewed,Gap junction gamma-3 protein (Connexin-30.2) (Cx30.2) (Connexin-31.3) (Cx31.3) (Gap junction epsilon-1 protein),GJC3 GJE1,Homo sapiens (Human),279,Chain (1); Topological domain (5); Transmembrane (4),4 out of 5
Q969M2,CXA10_HUMAN,reviewed,Gap junction alpha-10 protein (Connexin-62) (Cx62),GJA10 CX62,Homo sapiens (Human),543,Chain (1); Topological domain (5); Transmembrane (4),3 out of 5
Q9BXJ7,AMNLS_HUMAN,reviewed,Protein amnionless [Cleaved into: Soluble protein amnionless],AMN UNQ513/PRO1028,Homo sapiens (Human),453,Beta strand (18); Chain (2); Disulfide bond (6); Domain (1); Glycosylation (1); Helix (11); Mutagenesis (4); Natural variant (3); Region (1); Sequence conflict (1); Signal peptide (1); Topological domain (2); Transmembrane (1); Turn (3),5 out of 5
P56134,ATPK_HUMAN,reviewed,"ATP synthase subunit f, mitochondrial (ATP synthase membrane subunit f)",ATP5MF ATP5J2 ATP5JL,Homo sapiens (Human),94,Alternative sequence (2); Chain (1); Initiator methionine (1); Modified residue (3); Sequence conflict (1); Transmembrane (1),5 out of 5
P36894,BMR1A_HUMAN,reviewed,Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292),BMPR1A ACVRLK3 ALK3,Homo sapiens (Human),532,Active site (1); Beta strand (7); Binding site (1); Chain (1); Disulfide bond (5); Domain (2); Glycosylation (1); Helix (2); Mutagenesis (1); Natural variant (13); Nucleotide binding (1); Region (1); Signal peptide (1); Topological domain (2); Transmembrane (1),5 out of 5
Q5TH69,BIG3_HUMAN,reviewed,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3),ARFGEF3 BIG3 C6orf92 KIAA1244,Homo sapiens (Human),2177,Chain (1); Domain (1); Modified residue (10); Natural variant (4); Sequence conflict (4); Transmembrane (1),5 out of 5
Q96A33,CCD47_HUMAN,reviewed,Coiled-coil domain-containing protein 47 (Calumin),CCDC47 GK001 MSTP041 PSEC0077,Homo sapiens (Human),483,Alternative sequence (1); Chain (1); Coiled coil (1); Frameshift (1); Glycosylation (1); Natural variant (2); Sequence conflict (1); Signal peptide (1); Transmembrane (1),5 out of 5
Q6P1S2,CC033_HUMAN,reviewed,Protein C3orf33 (Protein AC3-33),C3orf33 MSTP052,Homo sapiens (Human),294,Alternative sequence (1); Chain (1); Erroneous initiation (1); Initiator methionine (1); Modified residue (1); Natural variant (2); Sequence conflict (1); Transmembrane (1),4 out of 5
Q16581,C3AR_HUMAN,reviewed,C3a anaphylatoxin chemotactic receptor (C3AR) (C3a-R),C3AR1 AZ3B C3R1 HNFAG09,Homo sapiens (Human),482,Chain (1); Disulfide bond (1); Glycosylation (3); Modified residue (5); Natural variant (1); Sequence conflict (2); Topological domain (8); Transmembrane (7),5 out of 5
P27544,CERS1_HUMAN,reviewed,Ceramide synthase 1 (CerS1) (EC 2.3.1.-) (LAG1 longevity assurance homolog 1) (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1),CERS1 LAG1 LASS1 UOG1,Homo sapiens (Human),350,Alternative sequence (1); Chain (1); Domain (1); Initiator methionine (1); Modified residue (1); Natural variant (1); Sequence conflict (1); Transmembrane (6),5 out of 5
Q8N6G5,CGAT2_HUMAN,reviewed,"Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)",CSGALNACT2 CHGN2 GALNACT2 PRO0082,Homo sapiens (Human),542,Alternative sequence (2); Chain (1); Coiled coil (1); Erroneous initiation (1); Glycosylation (2); Metal binding (2); Natural variant (2); Sequence conflict (1); Topological domain (2); Transmembrane (1),5 out of 5
P51681,CCR5_HUMAN,reviewed,C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195),CCR5 CMKBR5,Homo sapiens (Human),352,Beta strand (2); Chain (1); Disulfide bond (2); Glycosylation (4); Helix (15); Lipidation (3); Modified residue (8); Mutagenesis (22); Natural variant (38); Topological domain (8); Transmembrane (7); Turn (3),5 out of 5
Q8NET6,CHSTD_HUMAN,reviewed,Carbohydrate sulfotransferase 13 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 3) (Chondroitin 4-sulfotransferase 3) (C4ST-3) (C4ST3),CHST13,Homo sapiens (Human),341,Alternative sequence (2); Chain (1); Glycosylation (1); Modified residue (1); Motif (1); Natural variant (3); Nucleotide binding (2); Topological domain (2); Transmembrane (1),5 out of 5
